date,ville,latitude,longitude,descr_cat_veh,descr_agglo,descr_athmo,descr_lum,descr_etat_surf,age,place,descr_dispo_secu,descr_grav
25937,2921,44.8667,-0.533333,0,1,3,1,7,29,0,14,1
26231,4476,44.8,-0.616667,0,1,4,4,6,27,0,14,1
26231,4476,44.8,-0.616667,0,1,4,4,6,26,1,14,1
25951,2921,44.8667,-0.533333,0,1,5,4,6,22,0,14,1
25693,3401,44.8333,-0.633333,0,1,5,0,6,32,0,14,1
25307,6792,44.9667,-0.483333,0,1,3,4,6,27,0,14,1
25825,1086,44.8833,-0.65,2,1,4,4,6,23,0,11,1
25602,234,44.85,-0.533333,2,1,5,4,6,28,0,11,1
25546,7727,44.7667,-0.55,0,1,3,1,7,21,2,14,1
25747,2205,44.6343,-1.13704,0,1,3,4,7,71,0,14,1
24857,2921,44.8667,-0.533333,0,1,4,0,6,38,0,14,1
24464,2921,44.8667,-0.533333,0,1,5,1,6,28,1,14,1
23319,4476,44.8,-0.616667,0,1,5,4,6,25,0,14,1
23742,5874,48.5167,-2.78333,0,1,3,4,6,58,9,0,1
27883,2260,44.6,0.9,2,1,3,4,6,20,1,11,1
27883,2260,44.6,0.9,2,1,3,4,6,18,0,11,1
29429,6424,46.8,1.63333,0,1,0,4,8,57,0,14,1
20144,3772,43.6,3.88333,0,1,3,4,7,38,0,14,1
18818,1228,43.8298,4.0875,0,1,3,4,7,20,0,14,1
18334,3846,47.2333,6.06667,2,1,3,0,7,21,0,4,1
25089,3158,47.3167,6.13333,0,1,6,3,7,30,0,14,1
9964,4708,48.8167,3.01667,0,1,5,3,6,42,0,8,1
9964,4708,48.8167,3.01667,0,1,5,3,6,18,1,14,1
10311,1138,48.8214,2.70472,0,1,3,4,7,24,0,14,1
9282,430,49.0167,3.1,0,1,3,4,7,27,0,14,1
10623,1226,48.4,2.7,0,1,3,4,7,23,1,14,1
10623,1226,48.4,2.7,0,1,3,4,7,25,0,14,1
26877,7238,48.0833,1.95,0,1,0,0,6,43,0,14,1
12509,1078,48.6553,2.63472,0,1,5,3,6,23,0,14,1
12691,1078,48.6553,2.63472,0,1,5,4,6,25,0,14,1
16884,2863,48.8333,2.61667,0,1,3,4,7,39,0,14,1
15555,436,48.8333,2.66667,0,1,5,3,6,20,0,14,1
15586,436,48.8333,2.66667,0,1,5,4,6,27,0,14,1
15568,4107,48.85,2.63333,0,1,5,0,6,19,0,14,1
18993,925,48.8167,2.61667,0,1,3,4,7,51,1,14,1
18993,925,48.8167,2.61667,0,1,3,4,7,36,0,14,1
18396,5360,43.6333,5.1,0,1,3,4,7,61,0,14,1
17232,7863,43.4667,5.25,0,1,3,4,7,23,0,14,1
18105,5570,43.4,5.36667,0,1,3,0,7,38,0,14,1
29497,2563,49.0,2.23333,0,1,3,3,7,30,0,14,1
29424,3420,49.0667,2.2,0,1,0,3,8,43,0,7,1
29378,6505,49.05,2.11667,0,1,0,4,8,26,0,14,1
29374,5179,49.0,2.51667,0,1,0,4,8,48,0,14,1
29339,1525,48.9833,2.45,0,1,3,4,7,40,0,14,1
28203,238,49.0333,2.06667,0,1,3,4,7,49,0,14,1
23969,7863,43.4667,5.25,0,1,3,4,7,41,0,14,1
23969,7863,43.4667,5.25,0,1,3,4,7,44,0,14,1
22545,7863,43.4667,5.25,0,1,3,3,7,25,0,14,1
22614,7863,43.4667,5.25,0,1,3,3,7,19,0,14,1
27387,7863,43.4667,5.25,0,1,3,4,6,25,0,7,1
27387,7863,43.4667,5.25,0,1,3,4,6,53,1,7,1
25180,7863,43.4667,5.25,0,1,3,3,7,19,1,14,1
25180,7863,43.4667,5.25,0,1,3,3,7,21,0,14,1
27386,7863,43.4667,5.25,0,1,6,4,6,18,0,14,1
27386,7863,43.4667,5.25,0,1,6,4,6,19,1,14,1
29288,7863,43.4667,5.25,0,1,5,0,6,33,0,7,1
11837,7419,47.0667,1.81667,0,1,3,0,7,27,0,14,1
24821,1350,43.45,3.75,0,1,3,4,7,10,9,0,1
22430,2436,43.5667,3.9,0,1,3,3,7,24,0,14,1
22430,2436,43.5667,3.9,0,1,3,3,7,18,1,14,1
25873,7791,43.7333,4.15,0,1,3,3,7,18,0,14,1
25397,4457,43.5667,3.95,0,1,3,4,7,78,0,14,1
25907,1549,43.7667,-0.9,0,1,5,4,6,15,1,14,1
13301,3259,43.2711,5.3655,0,0,3,4,7,61,0,7,1
13927,3259,43.2711,5.3655,0,0,3,4,7,8,3,14,1
13927,3259,43.2711,5.3655,0,0,3,4,7,14,1,14,1
28651,338,48.1167,5.13333,0,0,3,4,7,89,9,0,1
28021,2952,48.55,4.9,0,0,1,4,6,35,0,7,1
17582,3979,43.1833,3.0,6,0,3,4,7,43,0,11,1
16853,3266,43.315,5.3731,0,0,3,1,7,32,0,14,1
16853,3266,43.315,5.3731,0,0,3,1,7,35,1,14,1
15833,3260,43.2449,5.3993,2,0,3,4,7,20,0,11,1
16825,3260,43.2449,5.3993,2,0,3,4,7,36,0,11,1
16174,3253,43.2995,5.3702,0,0,3,4,7,31,9,0,1
16337,3260,43.2449,5.3993,0,0,3,4,7,39,9,0,1
16476,3252,43.3,5.38,0,0,3,4,7,44,9,0,1
15477,3262,43.2735,5.4313,0,0,3,4,7,83,9,0,1
15016,3263,43.302,5.4287,0,0,3,4,7,15,9,0,1
15310,3258,43.2827,5.3576,2,0,3,4,7,27,0,11,1
15310,3258,43.2827,5.3576,2,0,3,4,7,23,9,0,1
16042,3265,43.337,5.3607,2,0,3,4,7,33,9,0,1
15002,3259,43.2711,5.3655,2,0,3,4,7,22,0,11,1
15661,3259,43.2711,5.3655,2,0,3,4,7,50,0,11,1
15190,3259,43.2711,5.3655,2,0,3,4,7,30,0,11,1
14781,3258,43.2827,5.3576,0,0,3,4,7,37,9,0,1
16298,3261,43.3006,5.4004,0,0,3,4,7,83,9,0,1
14763,3255,43.2892,5.3783,0,0,3,4,7,43,9,0,1
16583,3260,43.2449,5.3993,0,0,3,4,7,19,9,0,1
16457,3257,43.288,5.3724,0,0,3,4,7,83,9,0,1
14906,3263,43.302,5.4287,0,0,3,1,7,24,1,7,1
14827,3256,43.2901,5.3751,0,0,3,4,7,45,1,7,1
14827,3256,43.2901,5.3751,0,0,3,4,7,52,0,7,1
16577,3252,43.3,5.38,0,0,3,4,7,16,9,0,1
16086,3265,43.337,5.3607,0,0,3,4,7,63,9,0,1
24636,3979,43.1833,3.0,2,0,3,4,7,25,0,11,1
14532,3772,43.6,3.88333,0,0,3,4,7,88,0,14,1
14597,3772,43.6,3.88333,0,0,3,1,7,39,1,14,1
16535,3772,43.6,3.88333,0,0,3,4,7,59,9,0,1
15430,3772,43.6,3.88333,0,0,3,4,7,19,9,0,1
15922,7742,43.3167,3.26667,2,0,3,4,7,53,0,11,1
16824,3772,43.6,3.88333,2,0,3,4,7,16,0,4,1
17046,3772,43.6,3.88333,0,0,3,4,7,22,9,0,1
27950,776,47.1,5.5,0,0,3,1,6,20,2,0,1
27950,776,47.1,5.5,0,0,3,1,6,22,4,0,1
28303,2205,44.6343,-1.13704,0,0,3,4,7,48,9,0,1
29037,2205,44.6343,-1.13704,0,0,3,1,7,38,0,14,1
22378,361,49.65,-1.65,6,0,3,4,7,61,0,4,1
22641,361,49.65,-1.65,0,0,5,4,6,45,9,0,1
25173,4449,49.1833,-1.41667,0,0,5,1,6,63,0,14,1
27361,596,49.2,-1.56667,0,0,3,2,7,19,0,7,1
26393,361,49.65,-1.65,0,0,3,4,7,50,0,14,1
26456,361,49.65,-1.65,2,0,3,4,7,27,9,0,1
27467,6316,49.1167,-1.08333,0,0,5,1,6,15,9,0,1
27467,6316,49.1167,-1.08333,0,0,5,1,6,42,9,0,1
25595,361,49.65,-1.65,0,0,5,4,6,25,9,0,1
25595,361,49.65,-1.65,0,0,5,4,6,24,9,0,1
26034,361,49.65,-1.65,0,0,4,1,6,12,9,0,1
28629,361,49.65,-1.65,0,0,3,1,7,48,0,7,1
17394,3772,43.6,3.88333,0,0,3,0,7,18,0,14,1
17408,3772,43.6,3.88333,0,0,3,0,2,32,0,14,1
17452,3772,43.6,3.88333,2,0,3,4,7,52,0,11,1
17868,3772,43.6,3.88333,0,0,3,1,7,19,2,14,1
17868,3772,43.6,3.88333,0,0,3,1,7,19,4,14,1
18072,3772,43.6,3.88333,2,0,3,4,7,14,0,11,1
19129,3772,43.6,3.88333,0,0,3,4,7,91,9,0,1
19161,3772,43.6,3.88333,0,0,3,4,7,65,9,0,1
25451,4476,44.8,-0.616667,0,0,3,4,6,14,9,0,1
25451,4476,44.8,-0.616667,0,0,3,4,6,14,9,0,1
25349,4476,44.8,-0.616667,2,0,5,1,6,71,9,0,1
25538,6955,44.8167,-0.6,0,0,3,1,7,42,0,7,1
26790,4476,44.8,-0.616667,0,0,3,1,7,19,9,0,1
26197,2205,44.6343,-1.13704,0,0,5,1,6,23,3,14,1
23664,7727,44.7667,-0.55,6,0,3,4,7,11,0,3,1
26589,7394,47.6667,-2.75,0,0,3,1,7,52,9,0,1
26451,7394,47.6667,-2.75,0,0,3,4,7,74,9,0,1
23634,5874,48.5167,-2.78333,0,0,3,4,7,13,9,10,1
6845,2905,46.6667,5.55,0,0,3,4,7,73,9,0,1
24628,1361,44.5,0.966667,0,0,3,4,7,69,0,14,1
25795,952,48.1833,6.45,0,0,5,0,6,13,9,0,1
25340,952,48.1833,6.45,0,0,5,1,6,64,9,0,1
21594,5608,43.4,3.68333,0,0,3,4,7,62,9,0,1
20596,3772,43.6,3.88333,0,0,3,4,7,65,9,0,1
21561,3772,43.6,3.88333,0,0,3,0,7,51,9,0,1
21842,3772,43.6,3.88333,4,0,3,4,7,43,9,0,1
19876,2574,43.5833,3.51667,2,0,3,4,7,17,0,11,1
19693,3772,43.6,3.88333,6,0,3,4,7,37,0,11,1
20515,3772,43.6,3.88333,2,0,3,4,7,17,1,4,1
22180,3772,43.6,3.88333,2,0,3,4,7,23,0,11,1
23448,3654,47.5167,6.8,0,0,3,4,7,11,9,0,1
29508,5249,47.3167,6.23333,0,0,5,3,6,24,0,14,1
22071,3956,43.7333,4.2,2,0,3,4,7,22,0,11,1
19684,5450,44.125,3.75833,0,0,3,4,7,6,9,0,1
19593,7715,47.9833,2.7,0,0,6,4,6,28,9,0,1
21793,3643,48.0,2.75,0,0,3,4,7,83,9,0,1
20176,4246,47.9167,1.9,0,0,3,4,7,2,9,0,1
21005,6198,47.9167,1.86667,2,0,5,4,6,29,0,11,1
26881,4163,49.1667,1.85,0,0,3,4,7,50,0,14,1
27373,2029,49.1167,2.23333,0,0,3,4,7,27,0,14,1
26375,5385,48.9667,2.25,0,0,3,4,6,11,9,0,1
26083,507,48.9833,2.2,0,0,3,1,7,12,9,0,1
26675,4472,49.15,2.26667,0,0,5,3,6,14,9,0,1
24808,5450,44.125,3.75833,0,0,3,4,7,59,9,0,1
10622,453,48.6667,2.56667,0,0,3,4,7,14,9,0,1
9733,372,48.7167,2.66667,0,0,3,1,7,41,0,8,1
9733,372,48.7167,2.66667,0,0,3,1,7,39,1,14,1
11369,534,48.8167,3.08333,2,0,3,4,7,16,0,11,1
9788,5598,48.85,2.78333,2,0,3,4,7,28,9,0,1
9601,1226,48.4,2.7,0,0,3,4,7,7,9,0,1
10905,4888,48.55,3.3,0,0,3,3,0,20,2,14,1
9743,351,48.8833,2.6,0,0,3,1,7,22,0,7,1
10921,351,48.8833,2.6,2,0,3,4,7,21,0,11,1
27241,5450,44.125,3.75833,0,0,5,1,6,40,9,0,1
24862,4207,47.8667,1.9,0,0,3,1,7,25,9,0,1
26599,5039,49.25,4.03333,0,0,3,1,7,68,9,0,1
28898,5039,49.25,4.03333,0,0,2,4,3,23,9,0,1
15933,91,49.6333,2.3,2,0,3,4,7,40,0,11,1
21497,1167,48.75,-0.566667,0,0,3,4,7,79,9,0,1
27120,4246,47.9167,1.9,0,0,3,4,7,76,9,0,1
12170,3533,48.9833,2.61667,0,0,3,4,7,2,9,0,1
12170,3533,48.9833,2.61667,0,0,3,4,7,2,9,0,1
13098,4107,48.85,2.63333,0,0,5,4,6,59,9,0,1
13451,5476,48.5667,2.58333,0,0,3,4,7,50,0,14,1
13856,2782,48.6333,2.55,0,0,3,1,7,20,0,8,1
15265,534,48.8167,3.08333,0,0,3,4,7,20,9,0,1
16135,4708,48.8167,3.01667,0,0,3,1,6,22,0,14,1
14613,7758,48.9333,2.61667,0,0,3,4,7,18,0,0,1
14733,3349,48.95,2.86667,0,0,3,4,7,48,9,0,1
25932,5402,49.0,2.38333,0,0,3,1,7,54,9,0,1
25620,1295,47.3167,1.08333,0,0,3,1,7,56,0,14,1
25883,7160,47.3833,0.683333,0,0,3,1,7,21,1,14,1
25883,7160,47.3833,0.683333,0,0,3,1,7,22,0,14,1
27054,7160,47.3833,0.683333,0,0,5,4,6,14,9,0,1
27283,7160,47.3833,0.683333,4,0,4,1,6,43,0,7,1
26825,1954,47.35,0.666667,0,0,3,4,6,39,9,0,1
26418,1954,47.35,0.666667,2,0,5,1,6,46,0,11,1
28777,495,49.9167,2.5,2,0,3,1,7,19,0,11,1
29566,1267,49.9,2.5,0,0,0,1,6,68,0,14,1
28054,4728,49.8833,2.25,0,0,3,1,6,42,9,0,1
25774,6141,47.2167,-1.65,0,0,3,0,7,18,9,0,1
26883,3972,47.2167,-1.55,0,0,3,4,7,37,0,14,1
26138,4268,47.2667,-1.61667,2,0,6,4,7,14,0,11,1
26001,4268,47.2667,-1.61667,2,0,3,1,7,25,0,11,1
25161,3972,47.2167,-1.55,2,0,5,1,6,42,9,0,1
25828,6141,47.2167,-1.65,0,0,5,4,6,25,1,7,1
27154,5080,47.2,-1.56667,0,0,5,1,6,13,9,0,1
26124,6474,47.2833,-2.2,0,0,5,1,6,35,0,14,1
26663,6141,47.2167,-1.65,4,0,5,4,6,71,9,0,1
28919,6474,47.2833,-2.2,0,0,3,0,6,23,0,14,1
29252,6141,47.2167,-1.65,0,0,5,1,6,52,0,7,1
29465,6474,47.2833,-2.2,0,0,5,1,6,48,9,0,1
18081,338,48.1167,5.13333,2,0,3,4,7,46,0,11,1
18403,338,48.1167,5.13333,2,0,3,4,7,16,0,11,1
18065,351,48.8833,2.6,2,0,3,4,7,37,0,11,1
19462,3349,48.95,2.86667,2,0,3,4,7,35,0,11,1
19066,7863,43.4667,5.25,0,0,3,4,7,52,0,14,1
17458,3259,43.2711,5.3655,2,0,3,4,7,41,1,11,1
19045,3261,43.3006,5.4004,0,0,3,4,7,75,9,0,1
17393,3256,43.2901,5.3751,0,0,3,0,7,3,9,0,1
18582,3262,43.2735,5.4313,2,0,3,4,7,29,0,11,1
17898,3260,43.2449,5.3993,0,0,3,4,7,27,0,14,1
19343,3256,43.2901,5.3751,2,0,3,1,7,37,0,11,1
19315,3264,43.3444,5.4037,0,0,3,4,7,5,9,0,1
18488,3261,43.3006,5.4004,0,0,3,0,7,17,1,14,1
18488,3261,43.3006,5.4004,0,0,3,0,7,18,0,14,1
18522,3259,43.2711,5.3655,2,0,3,4,7,25,0,11,1
18010,3260,43.2449,5.3993,0,0,3,4,7,19,0,14,1
21452,3263,43.302,5.4287,2,0,3,4,7,14,0,11,1
21228,3256,43.2901,5.3751,0,0,3,1,7,62,0,14,1
19877,3259,43.2711,5.3655,2,0,3,4,7,19,0,11,1
21385,3261,43.3006,5.4004,0,0,3,1,7,20,1,14,1
19825,3260,43.2449,5.3993,0,0,3,1,7,20,0,14,1
22183,3262,43.2735,5.4313,2,0,3,4,7,29,9,0,1
10944,6385,48.5095,1.9275,2,0,3,4,7,16,0,11,1
27614,5385,48.9667,2.25,0,0,5,4,6,26,0,7,1
27614,5385,48.9667,2.25,0,0,5,4,6,24,1,7,1
27635,5385,48.9667,2.25,0,0,4,1,6,41,9,0,1
27927,5385,48.9667,2.25,0,0,5,1,6,22,0,14,1
27927,5385,48.9667,2.25,0,0,5,1,6,19,1,14,1
28250,6315,49.0167,2.25,0,0,5,1,6,64,9,0,1
27652,978,48.9833,2.26667,0,0,3,2,7,46,9,0,1
28722,978,48.9833,2.26667,0,0,3,4,7,88,9,0,1
27708,238,49.0333,2.06667,0,0,3,4,6,38,9,0,1
28714,3388,49.0167,1.98333,0,0,0,1,6,38,0,14,1
29053,4274,49.0667,2.06667,2,0,2,4,3,27,0,11,1
29363,1965,49.0167,2.03333,0,0,0,1,8,21,4,14,1
24376,3256,43.2901,5.3751,2,0,3,0,7,36,0,11,1
24538,3263,43.302,5.4287,0,0,3,4,7,38,0,14,1
22948,3255,43.2892,5.3783,2,0,3,4,7,23,0,11,1
22727,3254,43.2957,5.3813,2,0,3,4,7,46,0,11,1
24678,3259,43.2711,5.3655,2,0,3,1,7,16,0,3,1
24587,3261,43.3006,5.4004,0,0,3,0,7,88,0,14,0
23643,3262,43.2735,5.4313,0,0,3,1,7,28,0,7,0
23616,3253,43.2995,5.3702,2,0,3,0,7,32,0,11,0
23023,3260,43.2449,5.3993,0,0,6,0,7,21,0,14,0
23535,3257,43.288,5.3724,0,0,3,4,7,23,0,14,0
22453,3253,43.2995,5.3702,0,0,3,4,7,49,0,14,0
23628,3256,43.2901,5.3751,1,0,3,4,7,52,0,7,0
23092,7863,43.4667,5.25,0,0,7,4,7,41,0,14,0
27118,7863,43.4667,5.25,0,0,3,4,7,42,0,14,0
26956,6978,43.8,4.66667,0,0,3,4,7,24,0,2,0
26289,3265,43.337,5.3607,0,0,3,4,7,23,0,14,0
26894,3257,43.288,5.3724,0,0,3,4,7,63,0,14,0
27095,3259,43.2711,5.3655,0,0,3,4,7,30,1,14,0
26012,3255,43.2892,5.3783,0,0,3,1,7,23,0,14,0
26012,3255,43.2892,5.3783,0,0,3,1,7,56,0,14,0
25462,3259,43.2711,5.3655,2,0,3,4,7,35,0,3,0
25289,3266,43.315,5.3731,0,0,3,4,7,31,0,7,0
25957,3267,43.3635,5.3713,0,0,3,4,7,49,0,7,0
26470,3263,43.302,5.4287,0,0,3,4,7,65,0,14,0
25753,3264,43.3444,5.4037,0,0,3,4,7,76,0,14,0
28256,7863,43.4667,5.25,0,0,3,1,7,65,0,14,0
27537,7863,43.4667,5.25,0,0,3,4,7,42,0,7,0
28195,5360,43.6333,5.1,2,0,3,4,7,68,0,11,0
29011,5640,43.4167,5.43333,0,0,7,4,7,77,0,14,0
28442,3256,43.2901,5.3751,0,0,3,1,7,42,1,14,0
28442,3256,43.2901,5.3751,0,0,3,1,7,43,0,14,0
29496,3266,43.315,5.3731,0,0,3,0,7,42,0,14,0
27675,3263,43.302,5.4287,0,0,4,0,6,57,0,7,0
27629,3263,43.302,5.4287,0,0,3,4,7,55,0,14,0
28041,3262,43.2735,5.4313,0,0,6,4,7,52,0,14,0
28535,3266,43.315,5.3731,0,0,5,4,6,30,0,7,0
28583,3261,43.3006,5.4004,2,0,3,4,7,27,0,11,0
28090,3260,43.2449,5.3993,0,0,5,4,6,52,0,14,0
29172,3257,43.288,5.3724,0,0,3,1,7,36,0,14,0
28928,3253,43.2995,5.3702,0,0,3,1,7,33,0,7,0
27887,3257,43.288,5.3724,0,0,3,4,7,46,0,14,0
29643,3263,43.302,5.4287,0,0,3,4,7,45,0,14,0
28457,3262,43.2735,5.4313,0,0,3,4,7,38,0,14,0
28457,3262,43.2735,5.4313,2,0,3,4,7,35,0,11,0
28047,5450,44.125,3.75833,0,0,5,1,6,21,0,14,0
23079,6616,43.4887,2.76028,0,0,3,4,7,38,0,14,0
22445,5608,43.4,3.68333,0,0,3,4,7,37,0,14,0
22648,3772,43.6,3.88333,4,0,3,4,7,52,0,14,0
24716,3772,43.6,3.88333,4,0,3,4,7,28,0,14,0
24571,3772,43.6,3.88333,2,0,3,4,7,37,0,11,0
27389,3772,43.6,3.88333,0,0,3,4,7,21,0,14,0
26044,3772,43.6,3.88333,0,0,3,4,7,43,0,14,0
25323,3772,43.6,3.88333,0,0,3,4,7,75,0,14,0
25211,3772,43.6,3.88333,0,0,3,4,7,64,0,14,0
25700,3772,43.6,3.88333,0,0,3,1,7,20,0,14,0
27102,3772,43.6,3.88333,2,0,3,4,7,18,0,11,0
27446,5608,43.4,3.68333,0,0,3,4,7,19,0,14,0
27333,3772,43.6,3.88333,0,0,3,1,7,68,0,14,0
27333,3772,43.6,3.88333,0,0,3,1,7,67,1,14,0
28856,3772,43.6,3.88333,2,0,3,3,7,33,0,11,0
28651,3772,43.6,3.88333,0,0,7,4,7,54,0,7,0
28758,3772,43.6,3.88333,2,0,3,4,7,23,0,11,0
29088,5608,43.4,3.68333,0,0,5,1,7,28,0,14,0
28906,5608,43.4,3.68333,0,0,3,4,7,45,0,14,0
29271,3772,43.6,3.88333,0,0,5,4,6,68,0,14,0
27821,3772,43.6,3.88333,0,0,3,1,7,22,0,14,0
770,7797,45.7667,4.88333,0,0,1,1,8,37,0,14,0
811,3036,45.7416,4.876,0,0,3,4,7,44,0,14,0
1491,3036,45.7416,4.876,4,0,5,1,6,47,0,14,0
17554,398,49.2667,2.36667,0,0,3,4,7,36,0,14,0
17989,398,49.2667,2.36667,0,0,3,4,7,51,0,14,0
17846,91,49.6333,2.3,0,0,3,4,7,63,0,14,0
17666,179,49.6,2.8,0,0,3,4,7,69,0,14,0
18764,398,49.2667,2.36667,0,0,3,4,7,45,0,7,0
18822,176,49.5667,2.3,0,0,3,4,7,68,0,14,0
19048,176,49.5667,2.3,0,0,3,4,7,57,0,14,0
25604,6545,43.7333,-1.05,0,0,4,4,6,43,0,14,0
26090,6395,43.55,-1.38333,0,0,3,1,7,32,0,14,0
26072,6982,43.5333,-1.46667,0,0,3,4,7,44,0,14,0
26159,3610,43.8833,-0.5,0,0,3,4,7,55,0,14,0
11600,7797,45.7667,4.88333,0,0,3,1,7,24,0,14,0
12109,3036,45.7416,4.876,0,0,3,4,7,30,0,14,0
12518,3470,45.7672,5.00333,0,0,3,4,6,55,0,14,0
12689,7797,45.7667,4.88333,0,0,3,4,7,57,0,7,0
13134,7797,45.7667,4.88333,0,0,3,4,7,67,0,14,0
13134,7797,45.7667,4.88333,0,0,3,4,7,26,0,14,0
26472,3869,46.3833,1.43333,0,1,3,4,7,82,0,14,0
26510,2546,46.5833,1.55,0,1,3,1,7,25,0,14,0
1165,4183,49.55,0.116667,0,1,3,4,7,43,0,14,0
1165,4183,49.55,0.116667,0,1,3,4,7,3,2,12,0
28922,6654,47.8333,6.1,0,1,2,3,3,45,0,14,0
28521,1285,47.6667,6.75,0,1,3,3,7,22,0,14,0
26632,2737,48.7333,2.61667,2,1,3,4,7,42,0,11,0
20729,4001,48.2667,2.7,0,1,3,3,7,75,0,14,0
24267,3087,48.5583,3.15,0,1,5,3,6,37,0,14,0
23174,539,48.9,2.8,0,1,3,4,7,22,0,14,0
24245,4318,48.7667,2.66667,0,1,3,4,7,22,0,7,0
27270,1968,48.8,3.26667,0,1,3,3,7,19,0,14,0
25349,3370,48.5333,2.66667,0,1,3,3,7,32,0,14,0
25171,3370,48.5333,2.66667,0,1,5,3,6,35,0,14,0
24840,2335,46.1667,4.71667,0,1,3,3,7,42,0,14,0
22697,3036,45.7416,4.876,0,1,3,1,7,43,0,14,0
23795,723,45.75,4.96667,0,1,3,4,7,9,1,14,0
23049,6620,45.6917,4.93333,0,1,5,4,6,64,0,14,0
22616,7797,45.7667,4.88333,0,1,3,0,7,44,0,7,0
22591,1936,47.6,7.36667,2,1,3,4,7,43,0,11,0
28147,5593,43.9167,4.55,0,1,3,3,7,64,0,14,0
28338,2426,44.05,3.85,0,1,3,3,7,35,0,14,0
29110,5150,43.9667,4.68333,0,1,6,3,6,64,0,14,0
29512,2520,44.25,4.08333,0,1,3,3,7,20,0,14,0
29188,3013,47.7667,7.28333,4,1,5,1,6,33,0,14,0
17628,3083,50.45,2.58333,0,1,3,0,7,28,0,14,0
19223,7486,50.4667,2.86667,0,1,3,4,7,36,0,14,0
18612,5381,50.9333,1.75,0,1,3,4,7,48,0,14,0
18612,5381,50.9333,1.75,0,1,3,4,7,52,0,14,0
18612,5381,50.9333,1.75,2,1,3,4,7,21,0,11,0
18612,5381,50.9333,1.75,0,1,3,4,7,13,3,14,0
18612,5381,50.9333,1.75,0,1,3,4,7,46,0,14,0
18612,5381,50.9333,1.75,0,1,3,4,7,13,2,14,0
18612,5381,50.9333,1.75,0,1,3,4,7,11,4,14,0
18707,835,50.4333,2.98333,1,1,3,4,7,30,0,14,0
15968,835,50.4333,2.98333,0,1,3,0,7,65,0,14,0
20767,835,50.4333,2.98333,1,1,3,4,7,55,0,8,0
19824,157,50.95,1.83333,0,1,8,3,7,75,0,14,0
19798,157,50.95,1.83333,0,1,3,4,7,79,0,14,0
19879,3823,50.1333,2.95,5,1,5,4,6,52,0,14,0
19879,3823,50.1333,2.95,0,1,5,4,6,40,0,14,0
25260,4604,47.9,-4.03333,0,1,4,1,6,55,0,14,0
3840,2806,49.6167,0.933333,0,1,5,4,6,82,0,14,0
28692,418,45.7833,3.08333,0,1,0,1,0,35,0,7,0
29300,5114,45.9,3.11667,0,1,5,3,6,74,0,14,0
9230,7504,49.3333,-0.533333,0,1,3,3,7,76,0,14,0
26525,5533,48.2667,7.45,0,1,6,3,7,32,0,14,0
26409,6912,48.5833,7.75,4,1,3,1,7,31,0,0,0
5945,6340,49.6833,1.1,0,1,3,2,7,40,0,7,0
6534,2555,49.4333,1.03333,0,1,3,4,7,44,0,14,0
27420,2136,45.6,5.88333,0,1,4,0,6,45,0,14,0
25883,1047,49.3833,-1.41667,0,1,3,0,7,23,0,14,0
7147,4962,49.5333,1.18333,0,1,3,4,7,56,0,14,0
10475,2225,48.75,1.95,0,1,3,3,7,47,0,14,0
10475,2225,48.75,1.95,0,1,3,3,7,40,1,14,0
27036,5874,48.5167,-2.78333,0,0,7,4,7,54,0,14,0
26673,5874,48.5167,-2.78333,0,0,5,4,6,51,0,14,0
26553,5874,48.5167,-2.78333,0,0,7,4,7,77,0,14,0
26564,5874,48.5167,-2.78333,0,0,7,4,7,40,0,14,0
26291,5874,48.5167,-2.78333,2,0,3,4,7,21,0,11,0
25268,5874,48.5167,-2.78333,0,0,3,1,7,78,0,14,0
25564,2369,48.5,-2.71667,4,0,3,4,7,42,0,14,0
13248,7797,45.7667,4.88333,0,0,3,4,7,21,0,14,0
13365,7797,45.7667,4.88333,0,0,3,4,7,25,0,14,0
13463,7797,45.7667,4.88333,0,0,3,4,7,20,0,14,0
13991,7797,45.7667,4.88333,0,0,3,4,7,36,0,14,0
14069,3470,45.7672,5.00333,0,0,3,4,7,73,0,14,0
14069,3470,45.7672,5.00333,0,0,3,4,7,71,1,14,0
14494,7797,45.7667,4.88333,0,0,3,4,7,34,0,14,0
14787,723,45.75,4.96667,0,0,3,4,7,24,0,14,0
15525,7797,45.7667,4.88333,0,0,3,4,7,47,0,14,0
15896,7797,45.7667,4.88333,0,0,3,4,7,34,0,14,0
26172,2519,48.0,0.2,0,0,4,1,6,75,0,14,0
16578,7797,45.7667,4.88333,0,0,3,4,7,21,0,14,0
16590,7797,45.7667,4.88333,0,0,3,4,7,24,0,14,0
19062,7797,45.7667,4.88333,0,0,5,4,6,39,0,14,0
20141,7797,45.7667,4.88333,0,0,3,4,7,33,0,7,0
20455,3035,45.7487,4.8525,0,0,3,4,7,29,0,14,0
20455,3035,45.7487,4.8525,0,0,3,4,7,22,1,14,0
20690,3036,45.7416,4.876,4,0,3,4,7,39,0,7,0
20774,3030,45.7673,4.8317,4,0,3,4,7,28,0,7,0
21648,3037,45.7369,4.8925,0,0,3,4,7,38,0,14,0
21924,7797,45.7667,4.88333,0,0,3,4,7,25,0,14,0
27620,2915,47.75,-3.36667,0,0,5,4,6,51,0,14,0
27513,7394,47.6667,-2.75,0,0,3,4,7,36,0,14,0
29554,7394,47.6667,-2.75,4,0,5,0,6,44,0,14,0
